9	1	1	1	1	0.0000	0.0000	0.0100	0.0628	0	0.1099	-0.1648	0.7509	0.1498	0.6411	0.3146	1	-1	0	3.215776
9	1	2	2	1	0.0000	0.0000	0.0100	0.0628	0	0.0450	0.0870	-1.4522	3.7641	-1.4972	3.6771	2	-1	1	2.635687
9	1	3	3	1	0.0000	0.0000	0.0100	0.0628	0	0.1074	-0.1705	0.6983	5.5184	0.5909	5.6890	2	-1	1	1.645790
9	1	4	4	1	0.0000	0.0000	0.0100	0.0628	0	-0.0757	-0.4067	3.1363	2.7668	3.2120	3.1735	1	1	1	1.286516
9	1	5	5	1	0.0000	0.0000	0.0100	0.0628	0	-0.0678	-0.1683	1.1071	0.1796	1.1749	0.3478	1	1	1	1.312856
9	1	6	6	1	0.0000	0.0000	0.0100	0.0628	0	0.0638	-0.1314	-2.3674	0.4594	-2.4313	0.5908	2	-1	1	4.913667
9	1	7	7	1	0.0000	0.0000	0.0100	0.0628	0	0.1036	-0.2243	-2.0344	0.5060	-2.1380	0.7303	2	1	0	2.146483
9	1	8	8	1	0.0000	0.0000	0.0100	0.0628	0	-0.0432	0.0396	-0.5517	0.1114	-0.5085	0.0719	1	1	1	4.402124
9	1	9	9	1	0.0000	0.0000	0.0100	0.0628	0	0.0113	0.5167	0.4515	0.8032	0.4402	0.2865	1	1	1	2.540897
9	1	10	10	1	0.0000	0.0000	0.0100	0.0628	0	0.0972	0.3451	-0.8176	0.1601	-0.9149	-0.1850	2	-1	1	2.351071
9	1	11	11	1	0.0000	0.0000	0.0100	0.0628	0	-0.1361	0.3828	0.2932	0.4042	0.4293	0.0213	1	1	1	2.247438
9	1	12	12	1	0.0000	0.0000	0.0100	0.0628	0	-0.0886	0.3756	1.8000	0.2249	1.8887	-0.1508	2	1	0	1.984695
9	1	13	13	1	0.0000	0.0000	0.0100	0.0628	0	0.1049	0.1320	2.2008	4.1016	2.0959	3.9696	1	1	1	1.547598
9	1	14	14	1	0.0000	0.0000	0.0100	0.0628	0	0.0920	0.0786	1.8296	0.2568	1.7375	0.1782	1	-1	0	2.649433
9	1	15	15	1	0.0000	0.0000	0.0100	0.0628	0	0.0462	0.0491	0.7690	0.3149	0.7228	0.2658	1	-1	0	1.825742
9	1	16	16	1	0.0000	0.0000	0.0100	0.0628	0	-0.1563	-0.3793	3.0723	1.2660	3.2286	1.6452	1	-1	0	2.776113
9	1	17	17	1	0.0000	0.0000	0.0100	0.0628	0	0.0895	-0.0579	2.2498	5.5910	2.1603	5.6489	2	1	0	1.431082
9	1	18	18	1	0.0000	0.0000	0.0100	0.0628	0	0.0256	-0.3205	-0.2737	3.0253	-0.2993	3.3458	2	-1	1	2.796069
9	1	19	19	1	0.0000	0.0000	0.0100	0.0628	0	-0.1398	-0.2601	2.8959	2.5212	3.0357	2.7813	1	1	1	2.886704
9	1	20	20	1	0.0000	0.0000	0.0100	0.0628	0	0.1942	0.4776	-1.8783	4.7029	-2.0725	4.2253	2	1	0	1.401774
9	1	20	20	1	0.0000	0.0000	0.0000	0.0000	10	0.0000	0.0000	2.7928	0.2563	0.0000	0.0000	0	0	2	6.304075
9	2	1	21	24	6.1436	5.6549	0.0100	0.0628	0	6.1225	6.0398	0.3805	0.0393	-5.7420	-6.0005	2	-1	1	3.667489
9	2	2	22	24	6.1436	5.6549	0.0100	0.0628	0	6.0417	5.4798	-0.6808	5.2890	-6.7224	-0.1908	1	1	1	1.433729
