subjid1,block,rep,respnr,line,rad,var,pred,new_block,correct,resp_time,new_rho_bias,rho,theta_resp,theta,rho_resp,rep_number,new_theta_resp,new_theta_bias,x,y,x_resp,y_resp
3.0,3.0,4.0,27.0,16.0,0.9,0.06,0.0,0.0,0.0,1.423391,-0.277,5.3538,-2.5975,3.7679,5.0767,6.0,3.685685307179586,-0.08221469282041394,-0.6903561129371532,-0.49945483042233674,-0.691307150734362,-0.4182453507405394
3.0,3.0,5.0,28.0,16.0,0.9,0.06,0.0,0.0,1.0,0.933348,-0.1214,6.0917,-2.1815,4.2776,5.9703,6.0,4.1016853071795865,-0.17591469282041317,-0.4083820238969869,-0.8793186183806343,-0.5448881480963637,-0.7784485756832898
3.0,3.0,6.0,29.0,16.0,0.9,0.06,0.0,0.0,1.0,0.899049,0.312,4.4977,-2.0521,4.4124,4.8097,6.0,4.231085307179587,-0.18131469282041301,-0.21153504459460679,-0.6838619845916345,-0.3543710724203558,-0.6785221450286265
3.0,4.0,1.0,30.0,15.0,0.5,0.04,0.0,1.0,1.0,0.876024,0.4257,3.4084,-2.5008,4.0007,3.834,3.0,3.7823853071795863,-0.21831469282041382,-0.35429047893709553,-0.4107859918120038,-0.48914986943845473,-0.364796530222739
3.0,4.0,2.0,31.0,15.0,0.5,0.04,0.0,0.0,0.0,0.939406,0.0082,2.5981,-2.8225,3.7779,2.6063,3.0,3.4606853071795864,-0.31721469282041337,-0.33257656568801325,-0.24571417628921843,-0.3938663310091269,-0.13012662873691622
3.0,4.0,3.0,32.0,15.0,0.5,0.04,0.0,0.0,0.0,1.013558,0.0513,2.9022,-2.9476,3.4478,2.9536,3.0,3.3355853071795862,-0.11221469282041374,-0.44041362105203213,-0.13923709338500112,-0.46126244859422144,-0.09062117547516221
3.0,5.0,1.0,33.0,21.0,0.3,0.04,0.0,1.0,1.0,0.828372,-0.3235,0.8548,-0.2216,4.8039,0.5313,9.0,6.061585307179587,1.257685307179587,0.012432306844004967,-0.1354764015117833,0.0824913023026202,-0.018585293155228232
3.0,5.0,2.0,34.0,21.0,0.3,0.04,0.0,0.0,0.0,0.761636,-1.0658,1.6508,-1.0625,5.2747,0.585,9.0,5.220685307179586,-0.054014692820413934,0.14007419686976896,-0.22227873983008065,0.04531355382441386,-0.0813347549194175
3.0,5.0,3.0,35.0,21.0,0.3,0.04,0.0,0.0,0.0,0.792249,-0.453,2.3139,-0.8771,5.0382,1.861,9.0,5.406085307179586,0.367885307179586,0.11787440587612596,-0.3488945442298255,0.1893773348994013,-0.22773486950781435
3.0,5.0,4.0,36.0,21.0,0.3,0.04,0.0,0.0,0.0,0.773555,-0.642,2.3148,-0.9622,5.1095,1.6727,9.0,5.320985307179586,0.21148530717958636,0.14248542223106492,-0.3397428508625836,0.15220146135948648,-0.2184193001807408
3.0,5.0,5.0,37.0,21.0,0.3,0.04,0.0,0.0,1.0,0.945396,0.9573,1.9947,-0.9807,5.0621,2.952,9.0,5.3024853071795865,0.2403853071795865,0.10877233643933164,-0.2982506860387321,0.26143014016946303,-0.39037184937667385
3.0,5.0,6.0,38.0,21.0,0.3,0.04,0.0,0.0,1.0,0.783495,0.2482,1.5159,-1.0368,5.2122,1.764,9.0,5.246385307179587,0.034185307179586566,0.11562761874601372,-0.21175003765993888,0.14289504589192156,-0.24166337397985568
3.0,5.0,7.0,39.0,21.0,0.3,0.04,0.0,0.0,1.0,0.914098,-0.5069,2.0608,-2.4727,4.8411,1.554,9.0,3.810485307179586,-1.0306146928204138,0.042099013573818,-0.3252734567236901,-0.19403004447245595,-0.15337170117470075
3.0,5.0,8.0,40.0,21.0,0.3,0.04,0.0,0.0,0.0,0.846978,-0.8774,1.2626,-0.4721,5.4461,0.3852,9.0,5.811085307179586,0.36498530717958566,0.13456157880749495,-0.14924374234146198,0.054600490367300934,-0.02787958826415346
3.0,5.0,9.0,41.0,21.0,0.3,0.04,0.0,0.0,1.0,0.849186,-0.1521,1.5682,-0.884,5.0967,1.4161,9.0,5.399185307179586,0.30248530717958566,0.09357520143878663,-0.23138116453886698,0.1429047070220533,-0.17428161205743636
3.0,6.0,1.0,42.0,13.0,0.7,0.04,0.0,1.0,0.0,1.4348,0.0798,5.1337,-2.9813,3.3048,5.2134,6.0,3.301885307179586,-0.002914692820414011,-0.8061960822197589,-0.13275796370794454,-0.8191016454442166,-0.1324321494155138
3.0,6.0,2.0,43.0,13.0,0.7,0.04,0.0,0.0,1.0,0.80618,0.2327,4.3138,2.7074,2.7496,4.5464,6.0,2.7074,-0.04220000000000024,-0.6344865738324607,0.2622879761507818,-0.6564408353381269,0.30439511917253365
3.0,6.0,3.0,44.0,13.0,0.7,0.04,0.0,0.0,1.0,0.890842,-0.9848,4.5175,-2.861,3.51,3.5327,6.0,3.422185307179586,-0.08781469282041376,-0.6707402360753727,-0.25892722318815364,-0.5402580360048704,-0.15570025562877726
3.0,6.0,4.0,45.0,13.0,0.7,0.04,0.0,0.0,1.0,0.813526,0.3186,3.7406,3.0804,3.0409,4.0592,6.0,3.0804,0.03949999999999987,-0.5923194754710865,0.059844611649681356,-0.6448325575367025,0.03950834116410397
3.0,6.0,5.0,46.0,13.0,0.7,0.04,0.0,0.0,1.0,0.870968,-0.0023,4.291,3.0495,3.0333,4.2887,6.0,3.0495,0.016199999999999992,-0.6789332880297352,0.07381225265718805,-0.6796754013498697,0.06277066556516905
3.0,6.0,6.0,47.0,13.0,0.7,0.04,0.0,0.0,0.0,0.861202,0.0574,4.1432,-2.9173,3.19,4.2006,6.0,3.3658853071795862,0.17588530717958628,-0.6586383219548057,-0.03190786022734811,-0.6518002912260585,-0.14869591127744794
3.0,7.0,1.0,48.0,23.0,0.0,0.01,0.0,1.0,0.0,1.412593,0.4212,-0.1313,-2.8742,-0.0237,0.5525,6.0,0.26739265358979303,0.291092653589793,-0.020891175472335956,0.0004952135810052692,-0.0848082343779696,-0.02323347849003067
3.0,7.0,2.0,49.0,23.0,0.0,0.01,0.0,0.0,0.0,0.76243,0.0021999999999999797,-0.6477,-3.1191,0.025,0.6499,6.0,0.022492653589793132,-0.002507346410206869,-0.10305244436319563,-0.0025768479747777734,-0.10340863377977554,-0.0023263269023891383
3.0,7.0,3.0,50.0,23.0,0.0,0.01,0.0,0.0,1.0,0.820891,0.0213,0.3617,1.437,-0.0307,0.383,6.0,1.437,1.4677,0.05753921719564804,-0.0017670091322688158,0.008131423330222425,0.060411552963422786
3.0,7.0,4.0,51.0,23.0,0.0,0.01,0.0,0.0,0.0,1.053325,0.1994,0.0357,2.6918,0.0007,0.2351,6.0,-0.4497926535897929,-0.4504926535897929,0.005681830076332012,3.977281703055107e-6,-0.033695697673698295,0.016268261343963777
3.0,7.0,5.0,52.0,23.0,0.0,0.01,0.0,0.0,1.0,1.74451,0.1164,-0.2605,2.986,-0.0584,0.3769,6.0,-0.1555926535897929,-0.0971926535897929,-0.041389182092605704,0.002419879908459356,-0.05926086503760674,0.009295689940037651
3.0,7.0,6.0,53.0,23.0,0.0,0.01,0.0,0.0,1.0,2.529962,0.3445,0.217,-1.2943,-0.0024,0.5615,6.0,-1.2943,-1.2919,0.0345365231855158,-8.288781478990343e-5,0.02439559621876798,-0.08597120199802778
3.0,8.0,1.0,54.0,8.0,0.7,0.01,0.0,1.0,1.0,0.916916,-0.3113,4.3953,1.7342,1.685,4.0841,3.0,1.7342,0.04919999999999991,-0.07971577459311589,0.6949768504182778,-0.10574112469924267,0.6413461846581384
3.0,8.0,2.0,55.0,8.0,0.7,0.01,0.0,0.0,1.0,0.868003,-0.2888,4.3633,1.7418,1.7056,4.0745,3.0,1.7418,0.03620000000000001,-0.09332989965282926,0.6881406131123815,-0.1103522521391853,0.6390184354576531
3.0,8.0,3.0,56.0,8.0,0.7,0.01,0.0,0.0,1.0,0.70038,-0.5117,4.6126,1.7371,1.7145,4.1009,3.0,1.7371,0.022600000000000176,-0.10513274755450353,0.726551082993716,-0.10804319781802414,0.6436737525824241
3.0,9.0,1.0,57.0,2.0,0.9,0.04,0.0,1.0,0.0,1.283393,-0.3573,6.1753,0.2459,0.1022,5.818,12.0,0.2459,0.1437,0.9777012375394475,0.10027041261228176,0.8981092107949799,0.22540668295169103
3.0,9.0,2.0,58.0,2.0,0.9,0.04,0.0,0.0,1.0,1.071917,-0.0674,4.6987,0.4926,0.4317,4.6313,12.0,0.4926,0.06090000000000001,0.6792130285837594,0.3128999921046022,0.6494583842365242,0.3485854220429517
3.0,9.0,3.0,59.0,2.0,0.9,0.04,0.0,0.0,1.0,1.886325,0.0324,6.1467,-0.1327,-0.1086,6.1791,12.0,-0.1327,-0.02410000000000001,0.9725144723419296,-0.10603224650779797,0.974788217694845,-0.1301190627254256
3.0,9.0,4.0,60.0,2.0,0.9,0.04,0.0,0.0,0.0,1.218426,0.1458,5.4041,-0.2255,-0.0764,5.5499,12.0,-0.2255,-0.1491,0.8575802954873424,-0.06564691043514391,0.860931162322363,-0.19749900544783688
3.0,9.0,5.0,61.0,2.0,0.9,0.04,0.0,0.0,1.0,1.327063,0.5992,5.3766,0.2192,0.1764,5.9758,12.0,0.2192,0.042800000000000005,0.8424333691269918,0.15016605744406358,0.9283204463241318,0.20681082713356155
3.0,9.0,6.0,62.0,2.0,0.9,0.04,0.0,0.0,0.0,0.982348,0.3472,5.1964,0.0316,-0.1121,5.5436,12.0,0.0316,0.1437,0.8218417694086771,-0.09251632006927636,0.8818508687578559,0.02787576661232185
3.0,9.0,7.0,63.0,2.0,0.9,0.04,0.0,0.0,0.0,1.168835,0.0148,5.9165,0.2411,0.042,5.9313,12.0,0.2411,0.1991,0.9408098162086931,0.03953726292577914,0.9166915010830424,0.22539875735855108
3.0,9.0,8.0,64.0,2.0,0.9,0.04,0.0,0.0,0.0,0.750065,0.0038,5.0209,0.1458,0.1292,5.0247,12.0,0.1458,0.016600000000000004,0.7924407732063025,0.10295686036723138,0.7912209598049997,0.11618445412365881
3.0,9.0,9.0,65.0,2.0,0.9,0.04,0.0,0.0,1.0,0.833736,-0.2812,5.5485,0.3985,0.4469,5.2674,12.0,0.3985,-0.0484,0.7963458093045688,0.381638702643067,0.7726444178447023,0.3253035485084026
3.0,9.0,10.0,66.0,2.0,0.9,0.04,0.0,0.0,0.0,1.171239,0.4528,5.1316,0.2402,0.1823,5.5843,12.0,0.2402,0.05790000000000001,0.8031859107286007,0.14806466235923355,0.8632527609411673,0.21143536817453637
3.0,9.0,11.0,67.0,2.0,0.9,0.04,0.0,0.0,0.0,1.197519,-0.0469,4.761,-0.1649,-0.1551,4.7141,12.0,-0.1649,-0.009800000000000003,0.7486408794527292,-0.11705432919489603,0.7400947049206862,-0.12315996812800672
3.0,9.0,12.0,68.0,2.0,0.9,0.04,0.0,0.0,0.0,0.792031,-0.0192,5.9718,-0.0319,-0.0219,5.9526,12.0,-0.0319,-0.009999999999999998,0.9502135776441453,-0.020813004831883607,0.9469037205360262,-0.030216478910869767
3.0,10.0,1.0,69.0,19.0,0.3,0.01,0.0,1.0,1.0,1.185098,-0.5254,1.8824,-2.1842,4.875,1.357,3.0,4.098985307179586,-0.7760146928204144,0.048502750607998385,-0.29564101126641673,-0.12432585901517555,-0.176599911818745
3.0,10.0,2.0,70.0,19.0,0.3,0.01,0.0,0.0,0.0,0.877467,-0.7838,1.904,-1.7081,4.817,1.1202,3.0,4.575085307179586,-0.2419146928204139,0.03164259605763119,-0.3013744185137798,-0.02440239329357967,-0.17660746127375923
3.0,10.0,3.0,71.0,19.0,0.3,0.01,0.0,0.0,1.0,0.933404,-0.0475,1.7726,-1.4307,4.7434,1.7251,3.0,4.852485307179586,0.10908530717958609,0.008747366258223373,-0.28198240888072407,0.03833889368081875,-0.2718682221328117
3.0,11.0,1.0,72.0,10.0,0.3,0.01,0.0,1.0,1.0,0.830532,0.5151,2.0469,2.5283,2.5261,2.562,9.0,2.5283,0.002200000000000202,-0.26599112896237803,0.1880892959226305,-0.33344460838291673,0.234688738484141
3.0,11.0,2.0,73.0,10.0,0.3,0.01,0.0,0.0,0.0,0.80162,0.3412,1.7203,2.3136,2.3663,2.0615,9.0,2.3136,-0.05269999999999975,-0.19554829576969782,0.19163547319989102,-0.22191088960702793,0.24166877957623498
3.0,11.0,3.0,74.0,10.0,0.3,0.01,0.0,0.0,1.0,1.160833,0.6518,2.0253,2.684,2.3674,2.6771,9.0,2.684,0.3166000000000002,-0.23046599720162556,0.22535804265980536,-0.38223865531386597,0.18823497719654483
3.0,11.0,4.0,75.0,10.0,0.3,0.01,0.0,0.0,0.0,48.443293,0.1246,1.623,1.8807,2.1826,1.7477,9.0,1.8807,-0.30189999999999984,-0.14835815508240863,0.2114547820627282,-0.08482809669009095,0.26490460613829764
3.0,11.0,5.0,76.0,10.0,0.3,0.01,0.0,0.0,1.0,1.212086,0.5754,1.8352,2.3541,2.3324,2.4106,9.0,2.3541,0.021700000000000053,-0.20156022528797793,0.2113879719373538,-0.2707190096612624,0.27185542816168085
3.0,11.0,6.0,77.0,10.0,0.3,0.01,0.0,0.0,1.0,2.25752,2.5244,1.8207,1.1613,2.3074,4.3452,9.0,1.1613,-1.1461,-0.19466280346421672,0.21465092389155188,0.27534280354216717,0.6343828933367965
3.0,11.0,7.0,78.0,10.0,0.3,0.01,0.0,0.0,0.0,0.701309,0.5394,1.7765,2.8867,2.3586,2.316,9.0,2.8867,0.5280999999999998,-0.20040683819525065,0.19944498884844764,-0.3566934257300125,0.09294008684497702
3.0,11.0,8.0,79.0,10.0,0.3,0.01,0.0,0.0,1.0,0.862491,0.5783,1.7928,2.4938,2.2736,2.3711,9.0,2.4938,0.22019999999999973,-0.18442768927339317,0.21771848344159483,-0.30092334531804665,0.22771689036014273
3.0,11.0,9.0,80.0,10.0,0.3,0.01,0.0,0.0,1.0,0.806584,0.7715,1.874,2.4324,2.487,2.6454,9.0,2.4324,-0.054600000000000204,-0.23660558036051907,0.1815892552535574,-0.3195134173730097,0.2741827174084128
3.0,12.0,1.0,81.0,18.0,0.7,0.01,0.0,1.0,1.0,0.835294,-0.5745,4.4512,-1.7087,4.626,3.8767,9.0,4.574485307179586,-0.05151469282041443,-0.06112449157314573,-0.705788598190155,-0.08481658053518022,-0.611138422987678
3.0,12.0,2.0,82.0,18.0,0.7,0.01,0.0,0.0,0.0,0.641899,-0.22,4.3274,-1.6188,4.6739,4.1074,9.0,4.664385307179586,-0.009514692820413728,-0.02650185942336047,-0.6882170229913952,-0.031368575242095215,-0.6529599652253297
3.0,12.0,3.0,83.0,18.0,0.7,0.01,0.0,0.0,0.0,0.879424,-0.0037,4.7979,-1.9335,4.4562,4.7942,9.0,4.349685307179586,-0.10651469282041415,-0.19349541206151513,-0.7386873467388336,-0.2707222382336905,-0.7133792460819558
3.0,12.0,4.0,84.0,18.0,0.7,0.01,0.0,0.0,0.0,0.945581,0.0997,4.4501,-2.2824,4.2246,4.5498,9.0,4.000785307179586,-0.22381469282041344,-0.3319408150315691,-0.6256524788588226,-0.4728879757619546,-0.5483897458407571
3.0,12.0,5.0,85.0,18.0,0.7,0.01,0.0,0.0,0.0,0.64964,-0.1957,4.2697,-1.5547,4.6343,4.074,9.0,4.728485307179586,0.09418530717958618,-0.05301097300467871,-0.6774730216848462,0.010436363162075466,-0.6483132427868281
3.0,12.0,6.0,86.0,18.0,0.7,0.01,0.0,0.0,1.0,1.22611,-0.2072,4.3174,-1.9549,4.4764,4.1102,9.0,4.328285307179586,-0.148114692820414,-0.1606555001950667,-0.6680906196948353,-0.24513173926209222,-0.6064931705940422
3.0,12.0,7.0,87.0,18.0,0.7,0.01,0.0,0.0,1.0,0.70319,-0.2982,4.4701,-1.499,4.6683,4.1718,9.0,4.784185307179586,0.11588530717958534,-0.031356437617041266,-0.7107471624407743,0.04762913150376211,-0.6622520584068635
3.0,12.0,8.0,88.0,18.0,0.7,0.01,0.0,0.0,1.0,1.069306,0.252,4.2526,-1.7221,4.616,4.5045,9.0,4.561085307179586,-0.05491469282041361,-0.06513723979181549,-0.6736806221420202,-0.10805824054832694,-0.7087230056670983
3.0,12.0,9.0,89.0,18.0,0.7,0.01,0.0,0.0,0.0,0.511611,-0.3716,4.2532,-1.3605,4.8508,3.8816,9.0,4.922685307179586,0.07188530717958663,0.09339401457372686,-0.6704440851836431,0.12896052318150183,-0.6041656693462806
3.0,13.0,1.0,90.0,20.0,0.5,0.04,0.0,1.0,0.0,0.954869,-0.3791,3.4703,-0.864,5.0352,3.0912,6.0,5.419185307179586,0.3839853071795867,0.17521302095304758,-0.5237868815406469,0.3194920923413288,-0.37412416022666883
3.0,13.0,2.0,91.0,20.0,0.5,0.04,0.0,0.0,1.0,0.939022,-0.0347,3.5925,-1.9075,4.6372,3.5578,6.0,4.3756853071795865,-0.2615146928204135,-0.04294986680481079,-0.5701486935814173,-0.1870735265594144,-0.5344463329058362
3.0,13.0,3.0,92.0,20.0,0.5,0.04,0.0,0.0,1.0,0.630406,-0.0466,3.7013,-1.041,4.9396,3.6547,6.0,5.242185307179586,0.3025853071795854,0.13269685409647095,-0.5739399064219709,0.2939481060271608,-0.5019233210668091
3.0,13.0,4.0,93.0,20.0,0.5,0.04,0.0,0.0,0.0,0.763094,0.5339,3.4977,-1.4199,4.9812,4.0317,6.0,4.863285307179586,-0.11791469282041422,0.1478450517303804,-0.5366845272752006,0.0964578615965155,-0.6343735750404177
3.0,13.0,5.0,94.0,20.0,0.5,0.04,0.0,0.0,0.0,1.496599,0.2095,3.111,-0.981,4.8997,3.3205,6.0,5.302185307179586,0.4024853071795862,0.09220212421417082,-0.486470454537599,0.29393288362372416,-0.4391904102829038
3.0,13.0,6.0,95.0,20.0,0.5,0.04,0.0,0.0,1.0,0.695274,-0.4557,4.136,-1.1302,5.1749,3.6803,6.0,5.152985307179586,-0.02191469282041414,0.29371560824784315,-0.5891041903982934,0.24980488102037418,-0.5297985016315097
3.0,14.0,1.0,96.0,25.0,0.5,0.01,0.0,1.0,0.0,0.845307,-0.7472,2.8041,0.3251,6.2714,2.0569,12.0,6.608285307179586,0.3368853071795863,0.4462553831520727,-0.005259500276652483,0.31021798586223936,0.10456179923138907
3.0,14.0,2.0,97.0,25.0,0.5,0.01,0.0,0.0,1.0,0.763777,1.5843,3.0772,-0.1731,6.3994,4.6615,12.0,6.110085307179586,-0.28931469282041355,0.4864480545407543,0.05678829989828686,0.7308134807189379,-0.12778264673011733
3.0,14.0,3.0,98.0,25.0,0.5,0.01,0.0,0.0,1.0,0.80663,-0.8188,3.7206,0.0503,6.2851,2.9018,12.0,6.333485307179586,0.048385307179586334,0.5921507958392508,0.0011337882629034756,0.4612516939488233,0.023220546867407054
3.0,14.0,4.0,99.0,25.0,0.5,0.01,0.0,0.0,0.0,0.941182,-0.7211,3.3435,-0.1116,6.1937,2.6224,12.0,6.171585307179586,-0.022114692820413673,0.5300054078833509,-0.047554697865016336,0.41477155224605666,-0.04648163508191682
3.0,14.0,5.0,100.0,25.0,0.5,0.01,0.0,0.0,1.0,0.836896,-0.3386,3.1455,0.0885,6.2879,2.8069,12.0,6.371685307179586,0.08378530717958643,0.5006163095121615,0.002360269608547267,0.4449836929244589,0.03948419404858423
3.0,14.0,6.0,101.0,25.0,0.5,0.01,0.0,0.0,0.0,0.813533,-0.3653,3.0984,0.199,6.3338,2.7331,12.0,6.482185307179586,0.14838530717958598,0.4924941542166779,0.024948748931361182,0.42640181319881454,0.08599209327306988
3.0,14.0,7.0,102.0,25.0,0.5,0.01,0.0,0.0,0.0,0.767892,0.5534,2.8567,0.1331,6.2751,3.4101,12.0,6.416285307179586,0.14118530717958588,0.4546430650189183,-0.003676008941016701,0.5379339301240607,0.07202483053963524
3.0,14.0,8.0,103.0,25.0,0.5,0.01,0.0,0.0,1.0,0.732971,0.292,3.0036,0.0443,6.3505,3.2956,12.0,6.327485307179586,-0.02301469282041424,0.4769551373456334,0.03215467037883648,0.5239964407922533,0.023228239377977973
3.0,14.0,9.0,104.0,25.0,0.5,0.01,0.0,0.0,0.0,0.714661,0.0214,3.261,0.0534,6.2205,3.2824,12.0,6.336585307179586,0.11608530717958576,0.5179849032080043,-0.03251263950457695,0.5216655201909559,0.0278834475926451
3.0,14.0,10.0,105.0,25.0,0.5,0.01,0.0,0.0,0.0,0.825794,0.1006,3.0269,0.1264,6.3474,3.1275,12.0,6.4095853071795865,0.06218530717958615,0.48075319203934685,0.030913921696075774,0.4937860533155054,0.06274909354604566
3.0,14.0,11.0,106.0,25.0,0.5,0.01,0.0,0.0,1.0,1.111217,-0.1983,3.6769,0.0798,6.1782,3.4786,12.0,6.362985307179586,0.18478530717958552,0.5819747766316382,-0.06132427004621748,0.5518745309776382,0.04413330825783454
3.0,14.0,12.0,107.0,25.0,0.5,0.01,0.0,0.0,0.0,0.735229,-0.3334,3.1451,-0.2519,6.0748,2.8117,12.0,6.031285307179586,-0.043514692820413536,0.48972925445565424,-0.10355568766962153,0.4333732521958997,-0.11153588065012898
3.0,15.0,1.0,108.0,17.0,0.3,0.04,0.0,1.0,0.0,0.772742,1.1585,1.1568,-2.2736,4.0942,2.3153,12.0,4.009585307179586,-0.08461469282041367,-0.1067030931664215,-0.15003700660633812,-0.23817795011974965,-0.28117113158875756
3.0,15.0,2.0,109.0,17.0,0.3,0.04,0.0,0.0,1.0,1.057933,-0.1951,2.4086,-2.6765,4.2863,2.2135,12.0,3.6066853071795864,-0.6796146928204134,-0.15843951386765204,-0.3490658002930435,-0.3148692842560073,-0.15800380395059105
3.0,15.0,3.0,110.0,17.0,0.3,0.04,0.0,0.0,0.0,1.005083,-0.5883,1.1666,3.0658,4.2912,0.5784,12.0,6.2073926535897925,1.9161926535897926,-0.07591046546533525,-0.169443230283158,-0.09179093881914537,0.006970431218225019
3.0,15.0,4.0,111.0,17.0,0.3,0.04,0.0,0.0,0.0,0.761943,0.4882,1.6325,-2.0776,4.3536,2.1208,12.0,4.205585307179586,-0.14801469282041424,-0.09123350312492749,-0.2432757927505455,-0.16383487706678693,-0.29510769487114297
3.0,15.0,5.0,112.0,17.0,0.3,0.04,0.0,0.0,1.0,0.720059,0.1537,1.7924,-2.4598,4.0441,1.9462,12.0,3.8233853071795862,-0.220714692820414,-0.1767654066741718,-0.22390305030389038,-0.24050155272959833,-0.19519842242889074
3.0,15.0,6.0,113.0,17.0,0.3,0.04,0.0,0.0,1.0,0.766589,-0.4297,1.7712,-2.7975,4.4697,1.3416,12.0,3.4856853071795864,-0.9840146928204132,-0.06774327928102772,-0.27363437602607055,-0.20100600748597489,-0.07203017038724636
3.0,15.0,7.0,114.0,17.0,0.3,0.04,0.0,0.0,1.0,1.484757,2.0633,2.7731,-2.6341,4.2565,4.8364,12.0,3.649085307179586,-0.6074146928204138,-0.1943101822198897,-0.3962772344004999,-0.6727237781433417,-0.3740824993664873
3.0,15.0,8.0,115.0,17.0,0.3,0.04,0.0,0.0,0.0,0.970571,-0.5612,2.7176,-2.4161,4.072,2.1564,12.0,3.867085307179586,-0.20491469282041397,-0.2584335841051193,-0.34682153541922106,-0.25677413468358395,-0.22771575236806316
3.0,15.0,9.0,116.0,17.0,0.3,0.04,0.0,0.0,1.0,0.796147,-0.4796,2.1579,-2.2421,3.9885,1.6782,12.0,4.041085307179586,0.05258530717958543,-0.2274617912275613,-0.2573178528475556,-0.16613431093943598,-0.209137520180392
3.0,15.0,10.0,117.0,17.0,0.3,0.04,0.0,0.0,0.0,0.905954,-1.0068,1.914,-1.89,4.5479,0.9072,12.0,4.3931853071795866,-0.15471469282041372,-0.04988140532782011,-0.3005108153131483,-0.04530965195711695,-0.13709182646912071
3.0,15.0,11.0,118.0,17.0,0.3,0.04,0.0,0.0,0.0,0.969032,-0.376,1.1976,-1.6687,4.4716,0.8215,12.0,4.614485307179586,0.14288530717958636,-0.04545312025663949,-0.18510506035286164,-0.01278005341636793,-0.13011967847354064
3.0,15.0,12.0,119.0,17.0,0.3,0.04,0.0,0.0,1.0,0.901397,-0.916,1.7808,-2.5302,4.3081,0.8648,12.0,3.7529853071795864,-0.5551146928204131,-0.11148878227411958,-0.26057420801812375,-0.11270413675356579,-0.07900490457659803
3.0,16.0,1.0,120.0,14.0,0.0,0.01,0.0,1.0,1.0,0.921875,0.4035,0.0764,2.562,-0.0229,0.4799,9.0,-0.5795926535897933,-0.5566926535897933,0.012156249526198619,-0.0002784267857818105,-0.06390477178590932,0.041831194887129934
3.0,16.0,2.0,121.0,14.0,0.0,0.01,0.0,0.0,1.0,1.193096,0.037199999999999955,-0.3541,-2.9918,-0.1373,0.3913,9.0,0.1497926535897931,0.2870926535897931,-0.05582640044310676,0.007713495585667916,-0.061579950323564774,-0.00929383959408649
3.0,16.0,3.0,122.0,14.0,0.0,0.01,0.0,0.0,1.0,1.318829,0.5376000000000001,-0.1385,2.0055,-0.1473,0.6761,9.0,-1.136092653589793,-0.9887926535897931,-0.02180425544601809,0.0032351990936569973,-0.04531680312714392,0.09759687273514961
3.0,16.0,4.0,123.0,14.0,0.0,0.01,0.0,0.0,0.0,0.967724,0.13540000000000002,-0.2011,1.6359,0.133,0.3365,9.0,-1.5056926535897932,-1.6386926535897932,-0.0317233985004533,-0.00424426717626548,-0.0034842062652649286,0.053442180960570504
3.0,16.0,5.0,124.0,14.0,0.0,0.01,0.0,0.0,0.0,0.957636,0.279,0.173,2.5984,0.1078,0.452,9.0,-0.5431926535897933,-0.6509926535897933,0.027373977050792593,0.0029623988135567022,-0.061583478985751595,0.03718273647443845
3.0,16.0,6.0,125.0,14.0,0.0,0.01,0.0,0.0,1.0,0.929282,0.1388,0.0081,1.1071,0.0015,0.1469,9.0,1.1071,1.1056,0.001289153588745205,1.9337318334169003e-6,0.010456810516610224,0.020911074117670687
3.0,16.0,7.0,126.0,14.0,0.0,0.01,0.0,0.0,1.0,0.888244,0.12649999999999997,-0.1428,2.5686,0.0016,0.2693,9.0,-0.5729926535897931,-0.5745926535897932,-0.022727296782551743,-3.636370588245044e-5,-0.03601485644631456,0.023236743468561933
3.0,16.0,8.0,127.0,14.0,0.0,0.01,0.0,0.0,0.0,0.776814,-0.1406,0.3627,0.8086,-0.0622,0.222,9.0,0.8086,0.8708,0.057613868498502245,-0.003588211219591019,0.0243974358536153,0.02555667089872956
3.0,16.0,9.0,128.0,14.0,0.0,0.01,0.0,0.0,1.0,0.917041,0.0949,0.2972,-0.5053,-0.0084,0.3921,9.0,-0.5053,-0.49689999999999995,0.04729918032276788,-0.00039732245977946345,0.054605899545903606,-0.0302082186513717
3.0,17.0,1.0,129.0,22.0,0.7,0.06,0.0,1.0,0.0,0.689905,-0.1868,3.7332,-0.7752,5.41,3.5465,12.0,5.507985307179586,0.0979853071795862,0.3816798676909238,-0.4553496423409343,0.403170957746852,-0.3950304867796579
3.0,17.0,2.0,130.0,22.0,0.7,0.06,0.0,0.0,1.0,1.546384,-0.4237,4.8929,-0.7426,5.328,4.4692,12.0,5.540585307179586,0.21258530717958557,0.44968301293000124,-0.6357707036393603,0.5240204138061308,-0.48098188054154906
3.0,17.0,3.0,131.0,22.0,0.7,0.06,0.0,0.0,0.0,1.368894,0.9174,4.5724,-0.7167,5.5149,5.4898,12.0,5.566485307179586,0.05158530717958598,0.5233058773404544,-0.5056950138942456,0.6587719495409022,-0.5739525642037653
3.0,17.0,4.0,132.0,22.0,0.7,0.06,0.0,0.0,0.0,1.26732,-0.8303,5.224,-0.8054,5.3284,4.3937,12.0,5.477785307179587,0.1493853071795863,0.480384307474443,-0.6786008772940318,0.4844765187502328,-0.5042556151028286
3.0,17.0,5.0,133.0,22.0,0.7,0.06,0.0,0.0,1.0,1.001425,0.1704,4.3257,-0.3479,5.9062,4.4962,12.0,5.935285307179586,0.029085307179586017,0.6401121727475552,-0.25343403500006445,0.6727218309476698,-0.24396290702703308
